kjonn;studieretning_utdanningsprogram;fullforingsgrad;foreldrenes_utdanningsniva;intervall_ar;elever;andel_elever_prosent
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2009-2014;3004;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2010-2015;3237;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2011-2016;3287;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2012-2017;3514;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Lang høyere utdanning;2013-2018;3654;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;1994-1999;4886;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;1997-2002;5060;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;1998-2003;5046;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;1999-2004;4959;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2000-2005;5072;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2001-2006;4797;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2002-2007;4878;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2003-2008;5281;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2004-2009;5490;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2005-2010;6040;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2006-2011;6764;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2007-2012;6811;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2008-2013;6872;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2009-2014;7048;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2010-2015;7116;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2011-2016;7351;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2012-2017;7805;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Kort høyere utdanning;2013-2018;8060;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;1994-1999;7835;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;1997-2002;6638;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;1998-2003;6516;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;1999-2004;6131;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2000-2005;5950;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2001-2006;5371;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2002-2007;5317;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2003-2008;5205;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2004-2009;5520;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2005-2010;5869;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2006-2011;6605;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2007-2012;6555;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2008-2013;6261;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2009-2014;6149;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2010-2015;6165;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2011-2016;6161;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2012-2017;6186;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Videregående utdanning;2013-2018;6130;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;1994-1999;1248;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;1997-2002;1262;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;1998-2003;1151;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;1999-2004;1179;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2000-2005;1097;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2001-2006;1010;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2002-2007;995;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2003-2008;974;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2004-2009;963;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2005-2010;1010;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2006-2011;1115;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2007-2012;1148;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2008-2013;1179;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2009-2014;1076;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2010-2015;993;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2011-2016;983;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2012-2017;1027;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Grunnskoleutdanning;2013-2018;1004;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;1994-1999;229;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;1997-2002;251;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;1998-2003;174;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;1999-2004;130;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2000-2005;196;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2001-2006;210;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2002-2007;207;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2003-2008;242;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2004-2009;229;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2005-2010;264;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2006-2011;253;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2007-2012;175;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2008-2013;224;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2009-2014;209;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2010-2015;228;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2011-2016;268;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2012-2017;244;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;I alt;Uoppgitt utdanning;2013-2018;259;100
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;1994-1999;12493;76.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;1997-2002;11401;74.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;1998-2003;11660;77.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;1999-2004;11306;78
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2000-2005;10989;75.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2001-2006;10654;78.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2002-2007;10810;79
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2003-2008;11033;78.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2004-2009;11427;77.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2005-2010;12429;79.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2006-2011;13773;78.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2007-2012;13686;78.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2008-2013;13746;78.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2009-2014;13560;77.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2010-2015;14231;80.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2011-2016;14347;79.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2012-2017;15122;80.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Alle utdanningsnivå;2013-2018;15758;82.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;1994-1999;1787;83.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;1997-2002;1786;82.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;1998-2003;1851;85.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;1999-2004;1808;86.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2000-2005;1870;85.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2001-2006;1895;85.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2002-2007;2006;87.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2003-2008;2059;88.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2004-2009;2146;87.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2005-2010;2185;87
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2006-2011;2433;85.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2007-2012;2400;86.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2008-2013;2509;84.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2009-2014;2560;85.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2010-2015;2817;87
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2011-2016;2819;85.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2012-2017;3033;86.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Lang høyere utdanning;2013-2018;3199;87.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;1994-1999;4046;82.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;1997-2002;4040;79.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;1998-2003;4199;83.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;1999-2004;4141;83.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2000-2005;4184;82.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2001-2006;4004;83.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2002-2007;4133;84.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2003-2008;4405;83.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2004-2009;4498;81.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2005-2010;5069;83.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2006-2011;5627;83.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2007-2012;5686;83.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2008-2013;5762;83.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2009-2014;5763;81.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2010-2015;5931;83.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2011-2016;6070;82.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2012-2017;6514;83.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Kort høyere utdanning;2013-2018;6864;85.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;1994-1999;5869;74.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;1997-2002;4824;72.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;1998-2003;4897;75.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;1999-2004;4638;75.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2000-2005;4260;71.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2001-2006;4088;76.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2002-2007;4008;75.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2003-2008;3907;75.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2004-2009;4143;75.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2005-2010;4469;76.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2006-2011;4946;74.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2007-2012;4881;74.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2008-2013;4722;75.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2009-2014;4527;73.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2010-2015;4750;77
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2011-2016;4712;76.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2012-2017;4795;77.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Videregående utdanning;2013-2018;4898;79.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;1994-1999;695;55.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;1997-2002;693;54.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;1998-2003;645;56
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;1999-2004;680;57.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2000-2005;609;55.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2001-2006;592;58.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2002-2007;582;58.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2003-2008;571;58.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2004-2009;548;56.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2005-2010;581;57.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2006-2011;635;57
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2007-2012;645;56.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2008-2013;659;55.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2009-2014;620;57.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2010-2015;626;63
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2011-2016;617;62.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2012-2017;642;62.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Grunnskoleutdanning;2013-2018;656;65.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;1994-1999;96;41.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;1997-2002;58;23.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;1998-2003;68;39.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;1999-2004;39;30
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2000-2005;66;33.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2001-2006;75;35.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2002-2007;81;39.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2003-2008;91;37.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2004-2009;92;40.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2005-2010;125;47.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2006-2011;132;52.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2007-2012;74;42.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2008-2013;94;42
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2009-2014;90;43.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2010-2015;107;46.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2011-2016;129;48.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2012-2017;138;56.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på normert tid;Uoppgitt utdanning;2013-2018;141;54.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;1994-1999;1363;8.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;1997-2002;1904;12.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;1998-2003;1440;9.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;1999-2004;1334;9.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2000-2005;1561;10.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2001-2006;1180;8.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2002-2007;1128;8.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2003-2008;1186;8.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2004-2009;1267;8.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2005-2010;1242;7.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2006-2011;1432;8.1
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2007-2012;1463;8.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2008-2013;1507;8.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2009-2014;1667;9.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2010-2015;1556;8.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2011-2016;1772;9.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2012-2017;1842;9.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Alle utdanningsnivå;2013-2018;1519;7.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;1994-1999;245;11.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;1997-2002;278;12.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;1998-2003;223;10.3
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;1999-2004;203;9.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2000-2005;217;9.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2001-2006;185;8.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2002-2007;173;7.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2003-2008;172;7.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2004-2009;191;7.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2005-2010;168;6.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2006-2011;223;7.9
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2007-2012;210;7.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2008-2013;283;9.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2009-2014;256;8.5
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2010-2015;251;7.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2011-2016;289;8.8
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2012-2017;287;8.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Lang høyere utdanning;2013-2018;277;7.6
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;1994-1999;410;8.4
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;1997-2002;645;12.7
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;1998-2003;464;9.2
Kvinner;Allmennfaglige studieretninger/studieforberedende programmer;Fullført på mer enn normert tid;Kort høyere utdanning;1999-2004;436;8.8
